trinotate.gene_id	trinotate.gene_ontology_BLASTP
LALB_v3.1_00670	GO:0045177, GO:0005911, GO:0005737, GO:0005783, GO:0005576, GO:0005634, GO:0007155, GO:0035556
LALB_v3.1_00885	GO:0005743, GO:0005739, GO:0070469, GO:0097250, GO:0043066
LALB_v3.1_00885	GO:0005743, GO:0005739, GO:0070469, GO:0097250, GO:0043066
LALB_v3.1_00450	GO:0045177, GO:0042995, GO:0005694, GO:0005737, GO:0005881, GO:0043231, GO:0005730, GO:0005654, GO:0048471, GO:0030688, GO:0030515, GO:0001825, GO:0001701, GO:0000462, GO:0006364, GO:0072089, GO:0001829
LALB_v3.1_00785	.
LALB_v3.1_00852	.
LALB_v3.1_00005	.
LALB_v3.1_00307	.
LALB_v3.1_01000	GO:0000776, GO:0042802, GO:0000209
LALB_v3.1_01016	GO:0005737, GO:0005829, GO:0004069, GO:0030170, GO:0006103, GO:0006532, GO:0006531, GO:0006536, GO:2000213
LALB_v3.1_00622	.
LALB_v3.1_00622	.
LALB_v3.1_00351	GO:0004843, GO:0016579, GO:0006508
LALB_v3.1_00351	GO:0004843, GO:0016579, GO:0006508
LALB_v3.1_00441	.
LALB_v3.1_00441	.
LALB_v3.1_00667	GO:0005743, GO:0005747, GO:0005739, GO:0051537, GO:0046872, GO:0008137, GO:0006120
LALB_v3.1_00695	.
LALB_v3.1_00138	.
LALB_v3.1_00415	GO:0000785, GO:0005739, GO:0005654, GO:0005634, GO:0017053, GO:0003677, GO:0001228, GO:0000981, GO:0070888, GO:0042826, GO:0042803, GO:0000978, GO:0043565, GO:1990837, GO:0000976, GO:0071549, GO:0006978, GO:0043922, GO:0008285, GO:0045736, GO:0043392, GO:0045892, GO:0010629, GO:0043923, GO:0043065, GO:0045893, GO:0065003, GO:1901990, GO:0006357
LALB_v3.1_00415	GO:0000785, GO:0005739, GO:0005654, GO:0005634, GO:0017053, GO:0003677, GO:0001228, GO:0000981, GO:0070888, GO:0042826, GO:0042803, GO:0000978, GO:0043565, GO:1990837, GO:0000976, GO:0071549, GO:0006978, GO:0043922, GO:0008285, GO:0045736, GO:0043392, GO:0045892, GO:0010629, GO:0043923, GO:0043065, GO:0045893, GO:0065003, GO:1901990, GO:0006357
LALB_v3.1_00931	.
LALB_v3.1_00823	.
LALB_v3.1_00723	.
LALB_v3.1_00056	GO:0005892, GO:0005737, GO:0098674, GO:0098888, GO:0098686, GO:0031594, GO:0005886, GO:0098793, GO:0099523, GO:0098685, GO:0030141, GO:0031201, GO:0008021, GO:0005096, GO:0045159, GO:0019905, GO:0017075, GO:0006887, GO:0045921, GO:0015031, GO:0017157, GO:0050708, GO:2000300, GO:0010807, GO:0099504
LALB_v3.1_00056	GO:0005892, GO:0005737, GO:0005829, GO:0098674, GO:0098686, GO:0005886, GO:0031201, GO:0008021, GO:0005096, GO:0045159, GO:0019905, GO:0017075, GO:0006887, GO:0045921, GO:0015031, GO:0017157, GO:0050708, GO:2000300, GO:0010807
LALB_v3.1_00056	GO:0005892, GO:0005737, GO:0005829, GO:0098674, GO:0098686, GO:0005886, GO:0031201, GO:0008021, GO:0005096, GO:0045159, GO:0019905, GO:0017075, GO:0006887, GO:0045921, GO:0015031, GO:0017157, GO:0050708, GO:2000300, GO:0010807
LALB_v3.1_00429	GO:0005786, GO:0008312, GO:0045900, GO:0006614
LALB_v3.1_00143	.
LALB_v3.1_00557	.
LALB_v3.1_01047	.
LALB_v3.1_00232	GO:0000775, GO:0005634, GO:0005721, GO:0005524, GO:0140658, GO:0003682, GO:0004386, GO:0016787, GO:0006915, GO:0007049, GO:0051301, GO:1990830, GO:0006306, GO:0006346, GO:0001822, GO:0046651, GO:0044027, GO:2001243, GO:0031508, GO:0001655
LALB_v3.1_00232	GO:0000775, GO:0005634, GO:0005721, GO:0005524, GO:0140658, GO:0003682, GO:0004386, GO:0016787, GO:0006915, GO:0007049, GO:0051301, GO:1990830, GO:0006306, GO:0006346, GO:0031507, GO:0001822, GO:0030098, GO:0046651, GO:0043066, GO:0044027, GO:2001243, GO:0031508, GO:0001655
LALB_v3.1_00976	GO:0032590, GO:0005886, GO:0005549, GO:0004984, GO:0050911, GO:0007165
LALB_v3.1_00340	GO:0000785, GO:0005737, GO:0036464, GO:0090543, GO:0005654, GO:0005634, GO:0004843, GO:0042393, GO:0140950, GO:0140936, GO:1990841, GO:0000978, GO:0008270, GO:0007049, GO:0006281, GO:0140861, GO:0000122, GO:0006508
LALB_v3.1_00804	.
LALB_v3.1_00804	.
LALB_v3.1_00879	GO:0005737, GO:0005856, GO:0035183, GO:0045169, GO:0045172, GO:0016328, GO:0005886, GO:0098794, GO:0014069, GO:0098793, GO:0045170, GO:0051015, GO:0061572, GO:0007527, GO:0007411, GO:0007098, GO:0007282, GO:0048135, GO:0008302, GO:0045478, GO:0048134, GO:0007294, GO:0000212, GO:0048477, GO:0030723, GO:0072499, GO:0099173, GO:0045214, GO:0030724
LALB_v3.1_00879	GO:0005737, GO:0005856, GO:0035183, GO:0045169, GO:0045172, GO:0016328, GO:0005886, GO:0098794, GO:0014069, GO:0098793, GO:0045170, GO:0051015, GO:0061572, GO:0007527, GO:0007411, GO:0007098, GO:0007282, GO:0048135, GO:0008302, GO:0045478, GO:0048134, GO:0007294, GO:0000212, GO:0048477, GO:0030723, GO:0072499, GO:0099173, GO:0045214, GO:0030724
LALB_v3.1_00879	GO:0005737, GO:0005856, GO:0035183, GO:0045169, GO:0045172, GO:0016328, GO:0005886, GO:0098794, GO:0014069, GO:0098793, GO:0045170, GO:0051015, GO:0061572, GO:0007527, GO:0007411, GO:0007098, GO:0007282, GO:0048135, GO:0008302, GO:0045478, GO:0048134, GO:0007294, GO:0000212, GO:0048477, GO:0030723, GO:0072499, GO:0099173, GO:0045214, GO:0030724
LALB_v3.1_00978	.
LALB_v3.1_00978	.
LALB_v3.1_00653	.
LALB_v3.1_00058	GO:0005634, GO:0003677, GO:0046872, GO:0007420, GO:0001752, GO:0035214, GO:0035218, GO:0045892, GO:0010629, GO:0007219, GO:0008056, GO:0007424, GO:0007430, GO:0035220
LALB_v3.1_00171	GO:0005576, GO:0046872, GO:0004497, GO:0045087, GO:0042438
LALB_v3.1_00473	.
LALB_v3.1_00473	.
LALB_v3.1_00563	.
LALB_v3.1_00501	GO:0005762, GO:0005654, GO:0003723, GO:0003735, GO:0032543
LALB_v3.1_00704	GO:0005737
LALB_v3.1_00704	GO:0005737
LALB_v3.1_00779	.
LALB_v3.1_00084	GO:0005737, GO:0005856, GO:0005524, GO:0016787
LALB_v3.1_00084	GO:0005737, GO:0005856, GO:0005524, GO:0016787
LALB_v3.1_00084	GO:0005737, GO:0005856, GO:0005524, GO:0016787
LALB_v3.1_00084	GO:0005737, GO:0005856, GO:0005524, GO:0016787
LALB_v3.1_00136	.
LALB_v3.1_00354	GO:0005737, GO:0017124, GO:0007165
LALB_v3.1_00290	GO:0022625, GO:0005730, GO:0042802, GO:0003723, GO:0008270, GO:0043489
LALB_v3.1_00388	GO:0015030, GO:0071013, GO:0005737, GO:0005829, GO:0005634, GO:0045495, GO:0071011, GO:0030532, GO:0005681, GO:0005685, GO:0005686, GO:0071004, GO:0005687, GO:0046540, GO:0005682, GO:0003723, GO:0007281, GO:0008406, GO:0000398, GO:0007283
LALB_v3.1_00386	.
LALB_v3.1_00289	GO:0005879, GO:0005929, GO:0042073, GO:0018095
LALB_v3.1_00289	GO:0005879, GO:0005929, GO:0042073, GO:0018095
LALB_v3.1_00662	.
LALB_v3.1_00662	.
LALB_v3.1_00662	.
LALB_v3.1_00585	.
LALB_v3.1_00552	.
LALB_v3.1_00552	.
LALB_v3.1_00237	GO:0005737, GO:0005829, GO:0005783, GO:0042405, GO:0005654, GO:0005634, GO:0101031, GO:0031371, GO:0000151, GO:0030018, GO:0019899, GO:0001664, GO:0031072, GO:0030544, GO:0051879, GO:0019900, GO:0051787, GO:0042803, GO:0051087, GO:0030674, GO:0070412, GO:0046332, GO:0030911, GO:0061630, GO:0031625, GO:0004842, GO:0034450, GO:0034605, GO:0071456, GO:0071218, GO:0061684, GO:0006281, GO:0030968, GO:0032091, GO:0030512, GO:0090035, GO:1904294, GO:0032436, GO:0031398, GO:0045862, GO:0051443, GO:0043161, GO:0051865, GO:0006457, GO:0070534, GO:0051604, GO:0006513, GO:0000209, GO:0006515, GO:0050821, GO:0016567, GO:0031943, GO:0031647, GO:0002931, GO:0030433, GO:0006511
LALB_v3.1_00237	GO:0005737, GO:0005829, GO:0005783, GO:0042405, GO:0005654, GO:0005634, GO:0101031, GO:0031371, GO:0000151, GO:0030018, GO:0019899, GO:0001664, GO:0031072, GO:0030544, GO:0051879, GO:0019900, GO:0051787, GO:0042803, GO:0051087, GO:0030674, GO:0070412, GO:0046332, GO:0030911, GO:0061630, GO:0031625, GO:0004842, GO:0034450, GO:0034605, GO:0071456, GO:0071218, GO:0061684, GO:0006281, GO:0030968, GO:0032091, GO:0030512, GO:0090035, GO:1904294, GO:0032436, GO:0031398, GO:0045862, GO:0051443, GO:0043161, GO:0051865, GO:0006457, GO:0070534, GO:0051604, GO:0006513, GO:0000209, GO:0006515, GO:0050821, GO:0016567, GO:0031943, GO:0031647, GO:0002931, GO:0030433, GO:0006511
LALB_v3.1_01042	GO:0016020, GO:0140359, GO:0005524, GO:0016887, GO:0030587
LALB_v3.1_00660	GO:0005829, GO:0005794, GO:0000139, GO:0000138, GO:0031267
LALB_v3.1_00196	GO:0009898, GO:0005829, GO:0005789, GO:0140268, GO:0031234, GO:0016020, GO:0044232, GO:0005886, GO:0045296, GO:0005509, GO:0005544, GO:0042802, GO:0031210, GO:0008429, GO:0035091, GO:0006897, GO:0061817, GO:0006869
LALB_v3.1_01040	GO:0005762, GO:0005739, GO:0003735, GO:0032543
LALB_v3.1_00550	GO:0005886, GO:0098975, GO:0043235, GO:0005524, GO:0005007, GO:0004713, GO:0004714, GO:0010002, GO:0007417, GO:0050829, GO:0007493, GO:0008543, GO:0008354, GO:0021782, GO:0010001, GO:0042065, GO:0008347, GO:0106091, GO:0007506, GO:0007507, GO:0007523, GO:0035170, GO:0048542, GO:0035169, GO:0007509, GO:0001710, GO:0007500, GO:0008078, GO:0055001, GO:0048626, GO:0110122, GO:0061320, GO:0016310, GO:0007280, GO:0008284, GO:1903977, GO:0045089, GO:0045887, GO:0008360, GO:0007431, GO:0007525, GO:0007169, GO:0007419, GO:0007522
LALB_v3.1_00283	GO:0005576, GO:0047376, GO:0046872, GO:0004806, GO:0016042
LALB_v3.1_00045	.
LALB_v3.1_00347	GO:1990904, GO:0005840, GO:0003735, GO:0006412
LALB_v3.1_00011	GO:0000118, GO:0046872, GO:0004518
LALB_v3.1_00292	GO:0008622, GO:0003677, GO:0006261, GO:0042276
LALB_v3.1_00635	GO:0005730, GO:0005654, GO:0005634, GO:0001042, GO:0001164, GO:0001181, GO:0007028, GO:0048144, GO:0048872, GO:0001701, GO:0072332, GO:1902254, GO:0007000, GO:0045893, GO:2000142, GO:0042254, GO:0006361
LALB_v3.1_00198	GO:0005576, GO:0005102, GO:0007369, GO:0016055
LALB_v3.1_00991	GO:0005762, GO:0003735, GO:0032543
LALB_v3.1_00342	GO:0005743, GO:0005739, GO:0005654, GO:0005744, GO:0008320, GO:0006886, GO:0030150, GO:0006626
LALB_v3.1_00265	GO:0005829, GO:0045171, GO:0005654, GO:0005634, GO:0030544
LALB_v3.1_00479	.
LALB_v3.1_00404	GO:0005829, GO:0005654, GO:0001701
LALB_v3.1_00404	GO:0005829, GO:0005654, GO:0001701
LALB_v3.1_00926	GO:0016020, GO:0022857, GO:0001675, GO:0030382, GO:0007289
LALB_v3.1_00926	GO:0016020, GO:0022857, GO:0001675, GO:0030382, GO:0007289
LALB_v3.1_00926	GO:0016020, GO:0022857, GO:0001675, GO:0030382, GO:0007289
LALB_v3.1_00926	GO:0016020, GO:0022857, GO:0001675, GO:0030382, GO:0007289
LALB_v3.1_00297	GO:0005576, GO:0005615, GO:0005125, GO:0005109, GO:0005102, GO:0048675, GO:0060070, GO:0045165, GO:0060250, GO:0007517, GO:0030182, GO:0007424, GO:0046330, GO:0007367
LALB_v3.1_00297	GO:0005576, GO:0005615, GO:0005125, GO:0005109, GO:0005102, GO:0048675, GO:0060070, GO:0045165, GO:0060250, GO:0007517, GO:0030182, GO:0007424, GO:0046330, GO:0007367
LALB_v3.1_00569	GO:0005783, GO:0005789, GO:0016020, GO:0030170, GO:0008117, GO:0007527, GO:0019752, GO:0030149
LALB_v3.1_00773	GO:0005737, GO:0005634, GO:0046872, GO:0003950, GO:0016779, GO:0090263, GO:0046330, GO:0032436, GO:0045732, GO:1904355, GO:2000060, GO:0070198, GO:0070212
LALB_v3.1_00773	GO:0005737, GO:0005634, GO:0046872, GO:0003950, GO:0016779, GO:0090263, GO:0046330, GO:0032436, GO:0045732, GO:1904355, GO:2000060, GO:0070198, GO:0070212
LALB_v3.1_00873	.
LALB_v3.1_00659	GO:0043231, GO:0005654, GO:0005634, GO:0032991, GO:0003682, GO:0000981, GO:0000977, GO:0007420, GO:0007612, GO:0048286, GO:0007613, GO:0045892, GO:0000122, GO:0006357, GO:0035176, GO:0006366
LALB_v3.1_00659	GO:0043231, GO:0005654, GO:0005634, GO:0032991, GO:0003682, GO:0000981, GO:0000977, GO:0007420, GO:0007612, GO:0048286, GO:0007613, GO:0045892, GO:0000122, GO:0006357, GO:0035176, GO:0006366
LALB_v3.1_00659	GO:0043231, GO:0005654, GO:0005634, GO:0032991, GO:0003682, GO:0000981, GO:0000977, GO:0007420, GO:0007612, GO:0048286, GO:0007613, GO:0045892, GO:0000122, GO:0006357, GO:0035176, GO:0006366
LALB_v3.1_00164	.
LALB_v3.1_00729	GO:0005737, GO:0008080
LALB_v3.1_00841	GO:0005912, GO:0043296, GO:0016324, GO:0016342, GO:0005938, GO:0030175, GO:0005886, GO:0055037, GO:0005914, GO:0008013, GO:0005509, GO:0017022, GO:0042803, GO:0045176, GO:0008356, GO:0007409, GO:0007298, GO:0007420, GO:0035147, GO:0016339, GO:0007155, GO:0035212, GO:0090254, GO:0000902, GO:0030031, GO:0098609, GO:0044331, GO:0001745, GO:0050832, GO:0071907, GO:0036099, GO:0010004, GO:0007281, GO:0008354, GO:0008406, GO:0035262, GO:0007506, GO:0008258, GO:0007507, GO:0035099, GO:0007156, GO:0001748, GO:0035160, GO:0098730, GO:0001738, GO:0007399, GO:0016318, GO:0030720, GO:0048477, GO:0007424, GO:0003151, GO:1903688, GO:0046427, GO:0007435, GO:0007379, GO:0035019, GO:0007370, GO:0042060, GO:0045186
LALB_v3.1_00423	GO:0005829, GO:0000938, GO:0005794, GO:0000138, GO:0019905, GO:0001675, GO:0032456, GO:0006896, GO:0015031, GO:0042147, GO:0007291, GO:0007290
LALB_v3.1_00815	.
LALB_v3.1_00149	GO:0005762, GO:0003735, GO:0032543, GO:0006412
LALB_v3.1_00715	GO:0035631, GO:0005938, GO:0005737, GO:0009898, GO:0005829, GO:1990604, GO:0045121, GO:0032991, GO:0097057, GO:0002947, GO:0000151, GO:0012506, GO:0005174, GO:0019899, GO:0042802, GO:0031435, GO:0060090, GO:0019901, GO:0019903, GO:0044877, GO:0030674, GO:0035591, GO:0046625, GO:0031996, GO:0043120, GO:0005164, GO:0031625, GO:0004842, GO:0008270, GO:0006915, GO:0071732, GO:0045087, GO:0097400, GO:0048255, GO:0043066, GO:0034351, GO:0038061, GO:0043123, GO:2001238, GO:0032743, GO:0043507, GO:0051092, GO:0002726, GO:1903265, GO:0097300, GO:0051865, GO:0030163, GO:0070534, GO:0065003, GO:0042981, GO:0002637, GO:0046328, GO:0043254, GO:0007165, GO:0023019, GO:0033209
LALB_v3.1_00715	GO:0035631, GO:0005938, GO:0005737, GO:0009898, GO:0005829, GO:1990604, GO:0045121, GO:0032991, GO:0097057, GO:0002947, GO:0000151, GO:0012506, GO:0005174, GO:0019899, GO:0042802, GO:0031435, GO:0060090, GO:0019901, GO:0019903, GO:0044877, GO:0030674, GO:0035591, GO:0046625, GO:0031996, GO:0043120, GO:0005164, GO:0031625, GO:0004842, GO:0008270, GO:0006915, GO:0071732, GO:0045087, GO:0097400, GO:0048255, GO:0043066, GO:0034351, GO:0038061, GO:0043123, GO:2001238, GO:0032743, GO:0043507, GO:0051092, GO:0002726, GO:1903265, GO:0097300, GO:0051865, GO:0030163, GO:0070534, GO:0065003, GO:0042981, GO:0002637, GO:0046328, GO:0043254, GO:0007165, GO:0023019, GO:0033209
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00928	GO:0005737, GO:0005524, GO:0140693, GO:0019870, GO:0004672, GO:0106310, GO:0004674, GO:0006884, GO:0071474, GO:0035556, GO:0050801, GO:0010766, GO:0140694, GO:0090263, GO:1903288, GO:0046777, GO:0006468, GO:0035220
LALB_v3.1_00544	.
LALB_v3.1_01054	GO:0030424, GO:0044297, GO:0005938, GO:0000139, GO:0005886, GO:0005085, GO:0008017, GO:0005543, GO:0035082, GO:0001745, GO:0031115, GO:0032014, GO:0097305
LALB_v3.1_00121	.
LALB_v3.1_00741	GO:0071013, GO:0071011, GO:0005681, GO:0005524, GO:0004386, GO:0016787, GO:0003723, GO:0003724, GO:0045087, GO:0000398, GO:1900745
LALB_v3.1_00230	GO:0005829, GO:0005634, GO:0032797, GO:0034719, GO:0003729, GO:0003723, GO:0005102, GO:1990447, GO:0000380, GO:0030277, GO:0000122, GO:0030512, GO:0030182, GO:0000387
LALB_v3.1_00829	.
LALB_v3.1_00251	GO:0005813, GO:0097546, GO:0097542, GO:0005929, GO:0043231, GO:0030991, GO:0030992, GO:0005654, GO:0035082, GO:0060271, GO:0021508, GO:0001947, GO:0035720, GO:0042073, GO:0060972, GO:0001843, GO:0007224
LALB_v3.1_00985	GO:0004364
LALB_v3.1_01019	.
LALB_v3.1_00952	GO:0005783, GO:0005789, GO:0003841, GO:0004366, GO:0102420, GO:0016024, GO:0019432
LALB_v3.1_00952	GO:0005783, GO:0005789, GO:0003841, GO:0004366, GO:0102420, GO:0016024, GO:0006072, GO:0008654, GO:0032006, GO:0019432
LALB_v3.1_00952	GO:0005783, GO:0005789, GO:0003841, GO:0004366, GO:0102420, GO:0016024, GO:0019432
LALB_v3.1_00072	.
LALB_v3.1_01025	GO:0005789, GO:0006488, GO:0034203
LALB_v3.1_00614	GO:0005737, GO:0005829, GO:0022626, GO:0016020, GO:0005844, GO:0005840, GO:0045296, GO:0060090, GO:0019887, GO:0043539, GO:0003723, GO:0170011, GO:0008135, GO:0034198, GO:1990253, GO:0140469, GO:0006417, GO:0072344
LALB_v3.1_00207	.
LALB_v3.1_00020	.
LALB_v3.1_00494	.
LALB_v3.1_00202	GO:0005829, GO:0043231, GO:0005654, GO:0005634, GO:0005886, GO:0101031, GO:0032991, GO:0043531, GO:0005524, GO:0051879, GO:0042802, GO:0008289, GO:0046872, GO:0017018, GO:0016791, GO:0004721, GO:0004722, GO:0003723, GO:0048156, GO:0006351, GO:0006302, GO:0000165, GO:0000278, GO:0070262, GO:0035970, GO:0043123, GO:0006470, GO:1904550, GO:0010288, GO:0043278
LALB_v3.1_00468	GO:0005737, GO:0005829, GO:0005730, GO:0005654, GO:0005634, GO:0005507, GO:0055070, GO:0006825, GO:0051262
LALB_v3.1_00313	GO:0005737, GO:0004034, GO:0030246, GO:0005975, GO:0033499, GO:0006012, GO:0006006
LALB_v3.1_00578	GO:0005576
LALB_v3.1_00901	GO:0005930, GO:0005814, GO:0005813, GO:0036064, GO:0097014, GO:0097542, GO:0005929, GO:0005737, GO:0005868, GO:0005829, GO:0030175, GO:0045504, GO:0045503, GO:0060271, GO:0035721, GO:0042073
LALB_v3.1_00963	GO:0005886, GO:0045747
LALB_v3.1_00108	GO:0005634, GO:0003677, GO:0000730, GO:0000724, GO:0045002, GO:0006312
LALB_v3.1_00106	GO:0071013, GO:0005737, GO:0005634, GO:0005681, GO:0090594, GO:0000398, GO:0043122, GO:0001666, GO:0032496, GO:0009611, GO:0000375
LALB_v3.1_00106	GO:0071013, GO:0005737, GO:0005634, GO:0005681, GO:0090594, GO:0000398, GO:0043122, GO:0001666, GO:0032496, GO:0009611, GO:0000375
LALB_v3.1_00734	.
LALB_v3.1_00531	.
LALB_v3.1_00531	.
LALB_v3.1_00375	GO:0017101, GO:0005737, GO:0005829, GO:0012505, GO:0005783, GO:0005764, GO:0016604, GO:0002161, GO:0005524, GO:0004819, GO:0005096, GO:0004823, GO:0034198, GO:0071230, GO:0071233, GO:1990253, GO:0006425, GO:0006429, GO:0043547, GO:0032008, GO:1904263, GO:0008361, GO:0006418
LALB_v3.1_00110	GO:0005730, GO:0019843, GO:0007049, GO:0051301, GO:0000463, GO:0000027
LALB_v3.1_00834	.
LALB_v3.1_00576	GO:0030127, GO:0070971, GO:0005789, GO:0032580, GO:0005525, GO:0003924, GO:0046872, GO:0006888, GO:0006886, GO:0055088, GO:0042953, GO:0061024, GO:0070863, GO:0003400, GO:0032368, GO:0016050
LALB_v3.1_00576	GO:0030127, GO:0070971, GO:0005794, GO:0005525, GO:0003924, GO:0009792, GO:0006888, GO:0006886, GO:0061024, GO:0070863, GO:0003400, GO:0016050
LALB_v3.1_00957	GO:0005829, GO:0005615, GO:0042629, GO:0033010, GO:0048471, GO:0032838, GO:0043220, GO:0097454, GO:0004032, GO:0047655, GO:0018505, GO:0043795, GO:0047956, GO:0047939, GO:0052650, GO:0036130, GO:0001758, GO:0071475, GO:0097238, GO:1901653, GO:0044597, GO:0044598, GO:0002070, GO:0046370, GO:0072061, GO:0019853, GO:0060135, GO:0072205, GO:0005996, GO:0043066, GO:0042415, GO:0046427, GO:0048661, GO:0035809, GO:0003091, GO:0010033, GO:0097066, GO:0001523, GO:0006061, GO:0031098, GO:0001894
LALB_v3.1_00466	GO:0007165
LALB_v3.1_00077	GO:0042995, GO:0005814, GO:0005813, GO:0005737, GO:0030030, GO:0034453
LALB_v3.1_00077	GO:0042995, GO:0005814, GO:0005813, GO:0005737, GO:0030030, GO:0034453
LALB_v3.1_00077	GO:0042995, GO:0005814, GO:0005813, GO:0005737, GO:0030030, GO:0034453
LALB_v3.1_00077	GO:0042995, GO:0005814, GO:0005813, GO:0005737, GO:0030030, GO:0034453
LALB_v3.1_00218	GO:0034751, GO:0005737, GO:0005634, GO:0016605, GO:0005667, GO:0003677, GO:0000981, GO:0046983, GO:0000978, GO:0007623, GO:0045893, GO:1901985, GO:0006357, GO:0051775
LALB_v3.1_00218	GO:0034751, GO:0005737, GO:0005634, GO:0016605, GO:0005667, GO:0003677, GO:0000981, GO:0046983, GO:0000978, GO:0007623, GO:0045893, GO:1901985, GO:0006357, GO:0051775
LALB_v3.1_00218	GO:0034751, GO:0005737, GO:0005634, GO:0016605, GO:0005667, GO:0003677, GO:0000981, GO:0046983, GO:0000978, GO:0007623, GO:0045893, GO:1901985, GO:0006357, GO:0051775
LALB_v3.1_00218	GO:0034751, GO:0005737, GO:0005634, GO:0016605, GO:0005667, GO:0003677, GO:0000981, GO:0046983, GO:0000978, GO:0007623, GO:0045893, GO:1901985, GO:0006357, GO:0051775
LALB_v3.1_00766	.
LALB_v3.1_00944	.
LALB_v3.1_00944	.
LALB_v3.1_00112	GO:0098688, GO:0005886, GO:0098793, GO:0042734, GO:0098552, GO:0007155, GO:0007219, GO:0045747
LALB_v3.1_00112	GO:0098688, GO:0005886, GO:0098793, GO:0042734, GO:0098552, GO:0007155, GO:0007219, GO:0045747
LALB_v3.1_00112	GO:0098688, GO:0005886, GO:0098793, GO:0042734, GO:0098552, GO:0007155, GO:0007219, GO:0045747
LALB_v3.1_00112	GO:0098688, GO:0005886, GO:0098793, GO:0042734, GO:0098552, GO:0007155, GO:0007219, GO:0045747
LALB_v3.1_00528	GO:0031966, GO:0005739, GO:0015658, GO:0009083, GO:0015803, GO:0120161
LALB_v3.1_00866	GO:0000139, GO:0005795, GO:0008455, GO:0030145, GO:0042803, GO:0009312, GO:0006487, GO:0018279
LALB_v3.1_00866	GO:0000139, GO:0005795, GO:0008455, GO:0030145, GO:0042803, GO:0009312, GO:0006487, GO:0018279
LALB_v3.1_00434	.
LALB_v3.1_00969	.
LALB_v3.1_00200	GO:0009986, GO:0005764, GO:0004065, GO:0046872, GO:0003943, GO:0043890, GO:0008484, GO:0097065, GO:0006914, GO:0061580, GO:0030209, GO:0010976, GO:0010632, GO:0043627, GO:0051597, GO:0007584, GO:0009268
LALB_v3.1_00526	.
LALB_v3.1_00027	.
LALB_v3.1_00325	GO:0005886, GO:0001609, GO:0004930, GO:0007189, GO:0042311
LALB_v3.1_00868	GO:0005739, GO:0008289
LALB_v3.1_00681	.
LALB_v3.1_00768	.
LALB_v3.1_00216	GO:0005737, GO:0005634, GO:0005844, GO:1990904, GO:0048027, GO:0003729, GO:0017022, GO:0035613, GO:1990825, GO:0032967, GO:1902416, GO:0045727, GO:0006396
LALB_v3.1_00319	GO:0005634, GO:0005700, GO:0000124, GO:0070461, GO:0003682, GO:0003677, GO:0003713, GO:0008270, GO:0006338, GO:0006355, GO:0035065, GO:2000331, GO:0006357, GO:0035222
LALB_v3.1_01075	GO:0005654, GO:0005634, GO:0005524, GO:0106310, GO:0004674, GO:0006325, GO:0007059, GO:0006974, GO:0006886, GO:0035556, GO:0006468, GO:1902275
LALB_v3.1_01075	GO:0005654, GO:0005634, GO:0005524, GO:0106310, GO:0004674, GO:0006325, GO:0007059, GO:0006974, GO:0006886, GO:0035556, GO:0006468, GO:1902275
LALB_v3.1_01075	GO:0005654, GO:0005634, GO:0005524, GO:0106310, GO:0004674, GO:0006325, GO:0007059, GO:0006974, GO:0006886, GO:0035556, GO:0006468, GO:1902275
LALB_v3.1_00894	GO:0005737, GO:0009898, GO:0005886, GO:0005524, GO:0004703, GO:0070273, GO:0004672, GO:0004674, GO:0003384, GO:0050830, GO:0007476, GO:0045879, GO:0048601, GO:0006963, GO:0010739, GO:0048260, GO:0045880, GO:0045752, GO:0006468, GO:0009966, GO:0007165
LALB_v3.1_00022	.
